name,team,year,week,position,xpa,xpm,fga,fgm,fg_distances,fpoints
Ka'imi Fairbairn,HOU,2024,8,K,2,2,3,3,"['35', '35', '34']",12.4
Chad Ryland,ARI,2024,8,K,2,2,2,2,"['57', '34']",11.1
Jason Sanders,MIA,2024,8,K,3,3,2,2,"['53', '25']",11.3
Brandon McManus,GNB,2024,8,K,3,3,3,3,"['31', '38', '24']",12.9
Cam Little,JAX,2024,8,K,3,3,2,2,"['39', '47']",11.6
Greg Zuerlein,NYJ,2024,8,K,2,1,2,1,['29'],2.0
Joey Slye,NWE,2024,8,K,2,2,1,1,['23'],5.0
Tyler Bass,BUF,2024,8,K,4,4,1,1,['27'],7.0
Jason Myers,SEA,2024,8,K,1,1,1,1,['38'],4.8
Blake Grupe,NOR,2024,8,K,0,0,3,2,"['40', '43']",7.300000000000001
Cameron Dicker,LAC,2024,8,K,3,2,2,2,"['46', '29']",8.6
Cairo Santos,CHI,2024,8,K,1,1,0,0,0,1.0
Austin Seibert,WAS,2024,8,K,0,0,5,4,"['27', '30', '28', '47']",12.7
Harrison Butker,KAN,2024,8,K,3,3,2,2,"['42', '24']",10.2
Daniel Carlson,LVR,2024,8,K,2,2,2,2,"['54', '32']",10.6
Eddy Pineiro,CAR,2024,8,K,2,2,0,0,0,2.0
Wil Lutz,DEN,2024,8,K,4,4,0,0,0,4.0
Brandon Aubrey,DAL,2024,8,K,3,3,1,1,['29'],6.0
Anders Carlson,SFO,2024,8,K,3,3,3,3,"['50', '44', '41']",16.5
Greg Joseph,NYG,2024,8,K,0,0,4,4,"['29', '39', '44', '48']",16.1
Chris Boswell,PIT,2024,8,K,2,2,4,4,"['31', '25', '27', '27']",14.1
Ka'imi Fairbairn,HOU,2024,9,K,1,1,4,2,"['54', '29']",7.4
Riley Patterson,NYJ,2024,9,K,3,3,0,0,0,3.0
Brandon Aubrey,DAL,2024,9,K,1,1,2,2,"['34', '57']",10.1
Younghoe Koo,ATL,2024,9,K,3,3,0,0,0,3.0
Jason Sanders,MIA,2024,9,K,3,3,2,2,"['39', '23']",9.9
Tyler Bass,BUF,2024,9,K,2,1,3,3,"['40', '49', '61']",15.0
Blake Grupe,NOR,2024,9,K,1,1,3,3,"['29', '33', '51']",12.4
Eddy Pineiro,CAR,2024,9,K,2,2,1,1,['48'],6.8
Daniel Carlson,LVR,2024,9,K,3,3,1,1,['46'],7.6
Evan McPherson,CIN,2024,9,K,5,5,2,2,"['44', '27']",12.4
Cameron Dicker,LAC,2024,9,K,4,3,1,0,0,1.0
Dustin Hopkins,CLE,2024,9,K,1,1,2,1,['38'],3.8
Wil Lutz,DEN,2024,9,K,1,1,1,1,['37'],4.7
Justin Tucker,BAL,2024,9,K,5,5,2,2,"['33', '37']",12.0
Joey Slye,NWE,2024,9,K,2,2,2,1,['52'],6.2
Nick Folk,TEN,2024,9,K,2,2,2,2,"['21', '25']",8.0
Austin Seibert,WAS,2024,9,K,3,3,2,2,"['31', '20']",9.1
Jude McAtamney,NYG,2024,9,K,1,1,1,1,['31'],4.1
Cairo Santos,CHI,2024,9,K,0,0,3,3,"['29', '53', '53']",13.6
Chad Ryland,ARI,2024,9,K,3,3,2,2,"['29', '55']",11.5
Cam Little,JAX,2024,9,K,1,1,0,0,0,1.0
Jake Elliott,PHI,2024,9,K,1,1,2,1,['43'],4.3
Jake Bates,DET,2024,9,K,3,3,1,1,['27'],6.0
Brandon McManus,GNB,2024,9,K,0,0,3,2,"['30', '38']",5.8
Joshua Karty,LAR,2024,9,K,2,2,2,2,"['38', '21']",8.8
Jason Myers,SEA,2024,9,K,3,2,0,0,0,1.0
Matt Gay,IND,2024,9,K,1,1,3,2,"['42', '54']",9.6
Will Reichard,MIN,2024,9,K,3,3,2,0,0,1.0
Chase McLaughlin,TAM,2024,9,K,3,3,1,1,['47'],7.7
Harrison Butker,KAN,2024,9,K,3,3,1,1,['40'],7.0
Evan McPherson,CIN,2024,10,K,4,4,0,0,0,4.0
Justin Tucker,BAL,2024,10,K,4,3,0,0,0,2.0
Graham Gano,NYG,2024,10,K,2,2,2,1,['42'],5.2
Eddy Pineiro,CAR,2024,10,K,2,2,2,2,"['53', '36']",10.9
Joey Slye,NWE,2024,10,K,1,1,4,4,"['30', '37', '25', '33']",14.0
Cairo Santos,CHI,2024,10,K,0,0,1,1,['33'],3.3
Chris Boswell,PIT,2024,10,K,4,4,0,0,0,4.0
Zane Gonzalez,WAS,2024,10,K,3,3,2,2,"['48', '41']",11.9
Jake Moody,SFO,2024,10,K,2,2,6,3,"['28', '33', '44']",9.7
Chase McLaughlin,TAM,2024,10,K,2,2,2,2,"['30', '26']",8.0
Younghoe Koo,ATL,2024,10,K,2,2,4,1,['27'],2.0
Blake Grupe,NOR,2024,10,K,2,2,2,2,"['38', '26']",8.8
Tyler Bass,BUF,2024,10,K,3,3,3,3,"['29', '47', '28']",13.7
Matt Gay,IND,2024,10,K,2,2,2,2,"['27', '23']",8.0
Wil Lutz,DEN,2024,10,K,2,2,2,0,0,0.0
Harrison Butker,KAN,2024,10,K,1,1,3,3,"['36', '28', '20']",10.6
John Parker Romo,MIN,2024,10,K,0,0,4,4,"['45', '33', '34', '29']",14.2
Cam Little,JAX,2024,10,K,1,1,0,0,0,1.0
Nick Folk,TEN,2024,10,K,2,2,2,1,['27'],4.0
Cameron Dicker,LAC,2024,10,K,3,3,2,2,"['21', '37']",9.7
Jake Elliott,PHI,2024,10,K,4,4,2,2,"['39', '38']",11.7
Brandon Aubrey,DAL,2024,10,K,0,0,2,2,"['46', '23']",7.6
Spencer Shrader,NYJ,2024,10,K,0,0,2,2,"['25', '45']",7.5
Chad Ryland,ARI,2024,10,K,4,4,1,1,['37'],7.7
Jake Bates,DET,2024,10,K,2,2,2,2,"['58', '52']",13.0
Ka'imi Fairbairn,HOU,2024,10,K,2,2,4,3,"['34', '56', '29']",13.0
Jason Sanders,MIA,2024,10,K,2,2,3,3,"['50', '37', '50']",15.7
Joshua Karty,LAR,2024,10,K,0,0,6,5,"['34', '55', '53', '22', '31']",19.3
Zane Gonzalez,WAS,2024,11,K,1,1,1,1,['45'],5.5
Jake Elliott,PHI,2024,11,K,3,2,4,2,"['21', '31']",5.1
Brandon McManus,GNB,2024,11,K,2,2,0,0,0,2.0
Cairo Santos,CHI,2024,11,K,1,1,3,2,"['53', '27']",8.3
Dustin Hopkins,CLE,2024,11,K,0,0,2,0,0,-2.0
Blake Grupe,NOR,2024,11,K,5,5,0,0,0,5.0
Cam Little,JAX,2024,11,K,0,0,2,2,"['59', '35']",9.4
Jake Bates,DET,2024,11,K,7,7,1,1,['54'],12.4
Daniel Carlson,LVR,2024,11,K,1,1,2,2,"['27', '22']",7.0
Jason Sanders,MIA,2024,11,K,4,4,2,2,"['31', '46']",11.7
John Parker Romo,MIN,2024,11,K,3,2,1,1,['40'],5.0
Nick Folk,TEN,2024,11,K,1,1,2,2,"['30', '43']",8.3
Justin Tucker,BAL,2024,11,K,1,1,3,1,['54'],4.4
Chris Boswell,PIT,2024,11,K,0,0,6,6,"['32', '52', '32', '57', '27', '50']",25.3
Matt Gay,IND,2024,11,K,1,1,3,3,"['41', '47', '56']",15.4
Anders Carlson,NYJ,2024,11,K,3,3,2,2,"['58', '35']",12.3
Joshua Karty,LAR,2024,11,K,4,4,1,0,0,3.0
Joey Slye,NWE,2024,11,K,2,1,3,3,"['32', '25', '42']",10.4
Jason Myers,SEA,2024,11,K,2,2,2,2,"['52', '57']",12.9
Jake Moody,SFO,2024,11,K,2,2,1,1,['33'],5.3
Younghoe Koo,ATL,2024,11,K,0,0,2,2,"['41', '51']",9.2
Wil Lutz,DEN,2024,11,K,5,5,1,1,['45'],9.5
Spencer Shrader,KAN,2024,11,K,3,3,0,0,0,3.0
Tyler Bass,BUF,2024,11,K,4,3,1,1,['33'],5.3
Evan McPherson,CIN,2024,11,K,3,3,4,2,"['26', '27']",7.0
Cameron Dicker,LAC,2024,11,K,4,4,2,2,"['19', '53']",12.3
Ka'imi Fairbairn,HOU,2024,11,K,4,4,2,2,"['33', '29']",10.3
Brandon Aubrey,DAL,2024,11,K,1,1,2,1,['53'],5.3
Chris Boswell,PIT,2024,12,K,1,1,3,2,"['48', '28']",7.800000000000001
Dustin Hopkins,CLE,2024,12,K,1,1,1,1,['34'],4.4
Brandon Aubrey,DAL,2024,12,K,4,4,4,2,"['46', '48']",11.4
Austin Seibert,WAS,2024,12,K,2,0,3,2,"['41', '51']",6.199999999999999
Jake Bates,DET,2024,12,K,3,3,1,1,['56'],8.6
Matt Gay,IND,2024,12,K,0,0,2,2,"['27', '29']",6.0
Spencer Shrader,KAN,2024,12,K,3,3,3,3,"['25', '41', '31']",13.2
Eddy Piñeiro,CAR,2024,12,K,1,1,4,4,"['30', '32', '29', '33']",13.5
John Parker Romo,MIN,2024,12,K,3,3,3,3,"['40', '26', '29']",13.0
Cairo Santos,CHI,2024,12,K,1,1,3,2,"['49', '48']",9.7
Joey Slye,NWE,2024,12,K,1,1,1,0,0,0.0
Jason Sanders,MIA,2024,12,K,4,4,2,2,"['21', '51']",12.1
Nick Folk,TEN,2024,12,K,3,3,3,3,"['51', '56', '51']",18.8
Ka'imi Fairbairn,HOU,2024,12,K,3,3,3,2,"['28', '54']",10.4
Chase McLaughlin,TAM,2024,12,K,4,3,1,1,['23'],5.0
Graham Gano,NYG,2024,12,K,1,1,0,0,0,1.0
Wil Lutz,DEN,2024,12,K,2,2,5,5,"['38', '53', '54', '45', '33']",24.3
Daniel Carlson,LVR,2024,12,K,1,1,4,4,"['34', '34', '53', '22']",16.1
Chad Ryland,ARI,2024,12,K,0,0,3,2,"['35', '22']",5.5
Jason Myers,SEA,2024,12,K,2,1,1,1,['50'],5.0
Jake Moody,SFO,2024,12,K,1,1,1,1,['48'],5.8
Brandon McManus,GNB,2024,12,K,5,5,1,1,['51'],10.1
Jake Elliott,PHI,2024,12,K,4,4,3,3,"['21', '31', '26']",13.1
Joshua Karty,LAR,2024,12,K,2,2,1,0,0,1.0
Justin Tucker,BAL,2024,12,K,3,3,1,1,['45'],7.5
Cameron Dicker,LAC,2024,12,K,2,2,3,3,"['42', '52', '52']",16.6
Cairo Santos,CHI,2024,13,K,2,2,0,0,0,2.0
Jake Bates,DET,2024,13,K,2,2,4,3,"['30', '36', '48']",12.4
Graham Gano,NYG,2024,13,K,2,2,2,2,"['46', '47']",11.3
