name,team,opponent,date,year,week,position,fpoints_ppr
De'Von Achane,MIA,ATL,2025-10-26,2025,8,RB,20.1
De'Von Achane,MIA,BAL,2025-10-30,2025,9,RB,16.6
De'Von Achane,MIA,BUF,2025-11-09,2025,10,RB,43.5
De'Von Achane,MIA,WAS,2025-11-16,2025,11,RB,24.5
De'Von Achane,MIA,NOR,2025-11-30,2025,13,RB,22.4
James Cook,BUF,BAL,2025-09-07,2025,1,RB,21.2
James Cook,BUF,NYJ,2025-09-14,2025,2,RB,29.5
James Cook,BUF,MIA,2025-09-18,2025,3,RB,23.8
James Cook,BUF,NOR,2025-09-28,2025,4,RB,25.5
James Cook,BUF,NWE,2025-10-05,2025,5,RB,4.9
James Cook,BUF,ATL,2025-10-13,2025,6,RB,8.7
James Cook,BUF,CAR,2025-10-26,2025,8,RB,36.6
James Cook,BUF,KAN,2025-11-02,2025,9,RB,16.5
James Cook,BUF,MIA,2025-11-09,2025,10,RB,11.7
James Cook,BUF,TAM,2025-11-16,2025,11,RB,20.4
James Cook,BUF,HOU,2025-11-20,2025,12,RB,24.9
James Cook,BUF,PIT,2025-11-30,2025,13,RB,22.7
Jaxon Smith-Njigba,SEA,SFO,2025-09-07,2025,1,WR,23.4
Jaxon Smith-Njigba,SEA,PIT,2025-09-14,2025,2,WR,21.3
Jaxon Smith-Njigba,SEA,NOR,2025-09-21,2025,3,WR,20.6
Jaxon Smith-Njigba,SEA,ARI,2025-09-25,2025,4,WR,13.0
Jaxon Smith-Njigba,SEA,TAM,2025-10-05,2025,5,WR,30.2
Jaxon Smith-Njigba,SEA,JAX,2025-10-12,2025,6,WR,33.2
Jaxon Smith-Njigba,SEA,HOU,2025-10-20,2025,7,WR,29.3
Jaxon Smith-Njigba,SEA,WAS,2025-11-02,2025,9,WR,25.0
Jaxon Smith-Njigba,SEA,ARI,2025-11-09,2025,10,WR,20.3
Jaxon Smith-Njigba,SEA,LAR,2025-11-16,2025,11,WR,23.6
Jaxon Smith-Njigba,SEA,TEN,2025-11-23,2025,12,WR,40.1
Jaxon Smith-Njigba,SEA,MIN,2025-11-30,2025,13,WR,4.3
George Pickens,DAL,PHI,2025-09-04,2025,1,WR,6.0
George Pickens,DAL,NYG,2025-09-14,2025,2,WR,17.8
George Pickens,DAL,CHI,2025-09-21,2025,3,WR,17.8
George Pickens,DAL,GNB,2025-09-28,2025,4,WR,36.4
George Pickens,DAL,NYJ,2025-10-05,2025,5,WR,13.7
George Pickens,DAL,CAR,2025-10-12,2025,6,WR,34.8
George Pickens,DAL,WAS,2025-10-19,2025,7,WR,12.2
George Pickens,DAL,DEN,2025-10-26,2025,8,WR,14.8
George Pickens,DAL,ARI,2025-11-03,2025,9,WR,13.9
George Pickens,DAL,LVR,2025-11-17,2025,11,WR,32.4
George Pickens,DAL,PHI,2025-11-23,2025,12,WR,32.6
George Pickens,DAL,KAN,2025-11-27,2025,13,WR,16.8
Josh Allen,BUF,BAL,2025-09-07,2025,1,QB,41.8
Josh Allen,BUF,NYJ,2025-09-14,2025,2,QB,11.8
Josh Allen,BUF,MIA,2025-09-18,2025,3,QB,23.0
Josh Allen,BUF,NOR,2025-09-28,2025,4,QB,25.9
Josh Allen,BUF,NWE,2025-10-05,2025,5,QB,21.4
Josh Allen,BUF,ATL,2025-10-13,2025,6,QB,17.4
Josh Allen,BUF,CAR,2025-10-26,2025,8,QB,23.2
Josh Allen,BUF,KAN,2025-11-02,2025,9,QB,28.8
Josh Allen,BUF,MIA,2025-11-09,2025,10,QB,24.3
Josh Allen,BUF,TAM,2025-11-16,2025,11,QB,47.7
Josh Allen,BUF,HOU,2025-11-20,2025,12,QB,10.1
Josh Allen,BUF,PIT,2025-11-30,2025,13,QB,17.7
Patrick Mahomes,KAN,LAC,2025-09-05,2025,1,QB,26.0
Patrick Mahomes,KAN,PHI,2025-09-14,2025,2,QB,23.1
Patrick Mahomes,KAN,NYG,2025-09-21,2025,3,QB,13.2
Patrick Mahomes,KAN,BAL,2025-09-28,2025,4,QB,27.3
Patrick Mahomes,KAN,JAX,2025-10-06,2025,5,QB,30.7
Patrick Mahomes,KAN,DET,2025-10-12,2025,6,QB,31.5
Patrick Mahomes,KAN,LVR,2025-10-19,2025,7,QB,26.2
Patrick Mahomes,KAN,WAS,2025-10-27,2025,8,QB,25.0
Patrick Mahomes,KAN,BUF,2025-11-02,2025,9,QB,11.5
Patrick Mahomes,KAN,DEN,2025-11-16,2025,11,QB,14.3
Patrick Mahomes,KAN,IND,2025-11-23,2025,12,QB,21.1
Patrick Mahomes,KAN,DAL,2025-11-27,2025,13,QB,29.4
Davante Adams,LAR,HOU,2025-09-07,2025,1,WR,9.1
Davante Adams,LAR,TEN,2025-09-14,2025,2,WR,25.6
Davante Adams,LAR,PHI,2025-09-21,2025,3,WR,14.6
Davante Adams,LAR,IND,2025-09-28,2025,4,WR,15.6
Davante Adams,LAR,SFO,2025-10-02,2025,5,WR,13.8
Davante Adams,LAR,BAL,2025-10-12,2025,6,WR,7.9
Davante Adams,LAR,JAX,2025-10-19,2025,7,WR,26.5
Davante Adams,LAR,NOR,2025-11-02,2025,9,WR,23.0
Davante Adams,LAR,SFO,2025-11-09,2025,10,WR,19.7
Davante Adams,LAR,SEA,2025-11-16,2025,11,WR,7.1
Davante Adams,LAR,TAM,2025-11-23,2025,12,WR,23.2
Davante Adams,LAR,CAR,2025-11-30,2025,13,WR,21.8
Trey McBride,ARI,NOR,2025-09-07,2025,1,TE,12.1
Trey McBride,ARI,CAR,2025-09-14,2025,2,TE,13.8
Trey McBride,ARI,SFO,2025-09-21,2025,3,TE,15.3
Trey McBride,ARI,SEA,2025-09-25,2025,4,TE,12.2
Trey McBride,ARI,TEN,2025-10-05,2025,5,TE,9.1
Trey McBride,ARI,IND,2025-10-12,2025,6,TE,21.2
Trey McBride,ARI,GNB,2025-10-19,2025,7,TE,29.4
Trey McBride,ARI,DAL,2025-11-03,2025,9,TE,16.5
Trey McBride,ARI,SEA,2025-11-09,2025,10,TE,30.7
Trey McBride,ARI,SFO,2025-11-16,2025,11,TE,30.5
Trey McBride,ARI,JAX,2025-11-23,2025,12,TE,16.9
Trey McBride,ARI,TAM,2025-11-30,2025,13,TE,22.2
Drake Maye,NWE,LVR,2025-09-07,2025,1,QB,16.8
Drake Maye,NWE,MIA,2025-09-14,2025,2,QB,26.3
Drake Maye,NWE,PIT,2025-09-21,2025,3,QB,21.2
Drake Maye,NWE,CAR,2025-09-28,2025,4,QB,23.2
Drake Maye,NWE,BUF,2025-10-05,2025,5,QB,12.1
Drake Maye,NWE,NOR,2025-10-12,2025,6,QB,27.2
Drake Maye,NWE,TEN,2025-10-19,2025,7,QB,23.1
Drake Maye,NWE,CLE,2025-10-26,2025,8,QB,27.3
Drake Maye,NWE,ATL,2025-11-02,2025,9,QB,18.4
Drake Maye,NWE,TAM,2025-11-09,2025,10,QB,19.1
Drake Maye,NWE,NYJ,2025-11-13,2025,11,QB,15.4
Drake Maye,NWE,CIN,2025-11-23,2025,12,QB,17.0
Drake Maye,NWE,NYG,2025-12-01,2025,13,QB,20.5
Javonte Williams,DAL,PHI,2025-09-04,2025,1,RB,20.4
Javonte Williams,DAL,NYG,2025-09-14,2025,2,RB,25.0
Javonte Williams,DAL,CHI,2025-09-21,2025,3,RB,13.2
Javonte Williams,DAL,GNB,2025-09-28,2025,4,RB,19.0
Javonte Williams,DAL,NYJ,2025-10-05,2025,5,RB,29.9
Javonte Williams,DAL,CAR,2025-10-12,2025,6,RB,8.4
Javonte Williams,DAL,WAS,2025-10-19,2025,7,RB,21.8
Javonte Williams,DAL,DEN,2025-10-26,2025,8,RB,17.9
Javonte Williams,DAL,ARI,2025-11-03,2025,9,RB,8.3
Javonte Williams,DAL,LVR,2025-11-17,2025,11,RB,10.3
Javonte Williams,DAL,PHI,2025-11-23,2025,12,RB,12.1
Javonte Williams,DAL,KAN,2025-11-27,2025,13,RB,17.0
Derrick Henry,BAL,BUF,2025-09-07,2025,1,RB,33.2
Derrick Henry,BAL,CLE,2025-09-14,2025,2,RB,2.3
Derrick Henry,BAL,DET,2025-09-22,2025,3,RB,11.7
Derrick Henry,BAL,KAN,2025-09-28,2025,4,RB,7.8
Derrick Henry,BAL,HOU,2025-10-05,2025,5,RB,9.3
Derrick Henry,BAL,LAR,2025-10-12,2025,6,RB,17.0
Derrick Henry,BAL,CHI,2025-10-26,2025,8,RB,19.1
Derrick Henry,BAL,MIA,2025-10-30,2025,9,RB,16.1
Derrick Henry,BAL,MIN,2025-11-09,2025,10,RB,11.4
Derrick Henry,BAL,CLE,2025-11-16,2025,11,RB,23.2
Derrick Henry,BAL,NYJ,2025-11-23,2025,12,RB,22.8
Derrick Henry,BAL,CIN,2025-11-27,2025,13,RB,17.4
Josh Jacobs,GNB,DET,2025-09-07,2025,1,RB,14.0
Josh Jacobs,GNB,WAS,2025-09-11,2025,2,RB,14.4
Josh Jacobs,GNB,CLE,2025-09-21,2025,3,RB,12.4
Josh Jacobs,GNB,DAL,2025-09-28,2025,4,RB,31.7
Josh Jacobs,GNB,CIN,2025-10-12,2025,6,RB,32.0
Josh Jacobs,GNB,ARI,2025-10-19,2025,7,RB,18.8
Josh Jacobs,GNB,PIT,2025-10-26,2025,8,RB,13.5
Josh Jacobs,GNB,CAR,2025-11-02,2025,9,RB,20.0
Josh Jacobs,GNB,PHI,2025-11-10,2025,10,RB,20.7
Josh Jacobs,GNB,NYG,2025-11-16,2025,11,RB,4.0
Josh Jacobs,GNB,DET,2025-11-27,2025,13,RB,10.1
Kyren Williams,LAR,HOU,2025-09-07,2025,1,RB,13.9
Kyren Williams,LAR,TEN,2025-09-14,2025,2,RB,10.0
Kyren Williams,LAR,PHI,2025-09-21,2025,3,RB,19.2
Kyren Williams,LAR,IND,2025-09-28,2025,4,RB,11.4
Kyren Williams,LAR,SFO,2025-10-02,2025,5,RB,32.1
Kyren Williams,LAR,BAL,2025-10-12,2025,6,RB,16.7
Kyren Williams,LAR,JAX,2025-10-19,2025,7,RB,8.5
Kyren Williams,LAR,NOR,2025-11-02,2025,9,RB,20.4
Kyren Williams,LAR,SFO,2025-11-09,2025,10,RB,22.4
Kyren Williams,LAR,SEA,2025-11-16,2025,11,RB,16.6
Kyren Williams,LAR,TAM,2025-11-23,2025,12,RB,5.8
Kyren Williams,LAR,CAR,2025-11-30,2025,13,RB,13.2
Amon-Ra St. Brown,DET,GNB,2025-09-07,2025,1,WR,8.5
Amon-Ra St. Brown,DET,CHI,2025-09-14,2025,2,WR,42.2
Amon-Ra St. Brown,DET,BAL,2025-09-22,2025,3,WR,20.7
Amon-Ra St. Brown,DET,CLE,2025-09-28,2025,4,WR,26.0
Amon-Ra St. Brown,DET,CIN,2025-10-05,2025,5,WR,21.0
Amon-Ra St. Brown,DET,KAN,2025-10-12,2025,6,WR,13.7
Amon-Ra St. Brown,DET,TAM,2025-10-20,2025,7,WR,20.6
Amon-Ra St. Brown,DET,MIN,2025-11-02,2025,9,WR,18.7
Amon-Ra St. Brown,DET,WAS,2025-11-09,2025,10,WR,16.8
Amon-Ra St. Brown,DET,PHI,2025-11-16,2025,11,WR,6.2
Amon-Ra St. Brown,DET,NYG,2025-11-23,2025,12,WR,32.9
Jalen Hurts,PHI,DAL,2025-09-04,2025,1,QB,24.3
Jalen Hurts,PHI,KAN,2025-09-14,2025,2,QB,11.5
Jalen Hurts,PHI,LAR,2025-09-21,2025,3,QB,30.0
Jalen Hurts,PHI,TAM,2025-09-28,2025,4,QB,19.4
Jalen Hurts,PHI,DEN,2025-10-05,2025,5,QB,19.5
Jalen Hurts,PHI,NYG,2025-10-09,2025,6,QB,21.6
Jalen Hurts,PHI,MIN,2025-10-19,2025,7,QB,27.0
Jalen Hurts,PHI,NYG,2025-10-26,2025,8,QB,25.4
Jalen Hurts,PHI,GNB,2025-11-10,2025,10,QB,13.0
Jalen Hurts,PHI,DET,2025-11-16,2025,11,QB,14.5
Jalen Hurts,PHI,DAL,2025-11-23,2025,12,QB,30.9
Jalen Hurts,PHI,CHI,2025-11-28,2025,13,QB,18.3
Rico Dowdle,CAR,JAX,2025-09-07,2025,1,RB,3.6
Rico Dowdle,CAR,ARI,2025-09-14,2025,2,RB,2.9
Rico Dowdle,CAR,ATL,2025-09-21,2025,3,RB,10.8
Rico Dowdle,CAR,NWE,2025-09-28,2025,4,RB,4.0
Rico Dowdle,CAR,MIA,2025-10-05,2025,5,RB,35.4
Rico Dowdle,CAR,DAL,2025-10-12,2025,6,RB,36.9
Rico Dowdle,CAR,NYJ,2025-10-19,2025,7,RB,10.6
Rico Dowdle,CAR,BUF,2025-10-26,2025,8,RB,5.4
Rico Dowdle,CAR,GNB,2025-11-02,2025,9,RB,31.1
Rico Dowdle,CAR,NOR,2025-11-09,2025,10,RB,15.3
Rico Dowdle,CAR,ATL,2025-11-16,2025,11,RB,15.0
Rico Dowdle,CAR,SFO,2025-11-24,2025,12,RB,11.4
Rico Dowdle,CAR,LAR,2025-11-30,2025,13,RB,9.9
Puka Nacua,LAR,HOU,2025-09-07,2025,1,WR,26.1
Puka Nacua,LAR,TEN,2025-09-14,2025,2,WR,27.6
Puka Nacua,LAR,PHI,2025-09-21,2025,3,WR,25.8
Puka Nacua,LAR,IND,2025-09-28,2025,4,WR,39.0
Puka Nacua,LAR,SFO,2025-10-02,2025,5,WR,24.5
Puka Nacua,LAR,BAL,2025-10-12,2025,6,WR,4.8
Puka Nacua,LAR,NOR,2025-11-02,2025,9,WR,22.8
Puka Nacua,LAR,SFO,2025-11-09,2025,10,WR,17.4
Puka Nacua,LAR,SEA,2025-11-16,2025,11,WR,15.3
Puka Nacua,LAR,TAM,2025-11-23,2025,12,WR,16.7
Puka Nacua,LAR,CAR,2025-11-30,2025,13,WR,13.2
Dak Prescott,DAL,PHI,2025-09-04,2025,1,QB,7.8
Dak Prescott,DAL,NYG,2025-09-14,2025,2,QB,26.1
Dak Prescott,DAL,CHI,2025-09-21,2025,3,QB,14.0
Dak Prescott,DAL,GNB,2025-09-28,2025,4,QB,34.0
Dak Prescott,DAL,NYJ,2025-10-05,2025,5,QB,28.3
Dak Prescott,DAL,CAR,2025-10-12,2025,6,QB,22.3
Dak Prescott,DAL,WAS,2025-10-19,2025,7,QB,23.3
Dak Prescott,DAL,DEN,2025-10-26,2025,8,QB,8.6
Dak Prescott,DAL,ARI,2025-11-03,2025,9,QB,16.4
Dak Prescott,DAL,LVR,2025-11-17,2025,11,QB,25.3
Dak Prescott,DAL,PHI,2025-11-23,2025,12,QB,31.1
Dak Prescott,DAL,KAN,2025-11-27,2025,13,QB,24.6
Travis Etienne,JAX,CAR,2025-09-07,2025,1,RB,21.6
Travis Etienne,JAX,CIN,2025-09-14,2025,2,RB,16.9
Travis Etienne,JAX,HOU,2025-09-21,2025,3,RB,11.6
Travis Etienne,JAX,SFO,2025-09-28,2025,4,RB,22.5
Travis Etienne,JAX,KAN,2025-10-06,2025,5,RB,8.8
Travis Etienne,JAX,SEA,2025-10-12,2025,6,RB,9.5
Travis Etienne,JAX,LAR,2025-10-19,2025,7,RB,6.5
Travis Etienne,JAX,LVR,2025-11-02,2025,9,RB,16.5
Travis Etienne,JAX,HOU,2025-11-09,2025,10,RB,15.7
Travis Etienne,JAX,LAC,2025-11-16,2025,11,RB,19.3
Travis Etienne,JAX,ARI,2025-11-23,2025,12,RB,20.6
Travis Etienne,JAX,TEN,2025-11-30,2025,13,RB,5.1
Ja'Marr Chase,CIN,CLE,2025-09-07,2025,1,WR,4.6
Ja'Marr Chase,CIN,JAX,2025-09-14,2025,2,WR,39.5
Ja'Marr Chase,CIN,MIN,2025-09-21,2025,3,WR,9.9
Ja'Marr Chase,CIN,DEN,2025-09-29,2025,4,WR,7.3
Ja'Marr Chase,CIN,DET,2025-10-05,2025,5,WR,32.0
Ja'Marr Chase,CIN,GNB,2025-10-12,2025,6,WR,25.1
Ja'Marr Chase,CIN,PIT,2025-10-16,2025,7,WR,41.1
Ja'Marr Chase,CIN,NYJ,2025-10-26,2025,8,WR,21.1
Ja'Marr Chase,CIN,CHI,2025-11-02,2025,9,WR,20.1
Ja'Marr Chase,CIN,PIT,2025-11-16,2025,11,WR,6.0
Ja'Marr Chase,CIN,BAL,2025-11-27,2025,13,WR,21.0
Matthew Stafford,LAR,HOU,2025-09-07,2025,1,QB,13.6
Matthew Stafford,LAR,TEN,2025-09-14,2025,2,QB,18.3
Matthew Stafford,LAR,PHI,2025-09-21,2025,3,QB,14.8
Matthew Stafford,LAR,IND,2025-09-28,2025,4,QB,30.4
Matthew Stafford,LAR,SFO,2025-10-02,2025,5,QB,29.6
Matthew Stafford,LAR,BAL,2025-10-12,2025,6,QB,10.3
Matthew Stafford,LAR,JAX,2025-10-19,2025,7,QB,27.4
Matthew Stafford,LAR,NOR,2025-11-02,2025,9,QB,26.8
Matthew Stafford,LAR,SFO,2025-11-09,2025,10,QB,26.9
Matthew Stafford,LAR,SEA,2025-11-16,2025,11,QB,13.2
Matthew Stafford,LAR,TAM,2025-11-23,2025,12,QB,22.9
Matthew Stafford,LAR,CAR,2025-11-30,2025,13,QB,14.6
Breece Hall,NYJ,PIT,2025-09-07,2025,1,RB,19.5
Breece Hall,NYJ,BUF,2025-09-14,2025,2,RB,5.8
Breece Hall,NYJ,TAM,2025-09-21,2025,3,RB,9.2
Breece Hall,NYJ,MIA,2025-09-29,2025,4,RB,16.1
Breece Hall,NYJ,DAL,2025-10-05,2025,5,RB,21.5
Breece Hall,NYJ,DEN,2025-10-12,2025,6,RB,5.9
Breece Hall,NYJ,CAR,2025-10-19,2025,7,RB,7.2
Breece Hall,NYJ,CIN,2025-10-26,2025,8,RB,35.9
Breece Hall,NYJ,CLE,2025-11-09,2025,10,RB,19.5
Breece Hall,NYJ,NWE,2025-11-13,2025,11,RB,8.4
Breece Hall,NYJ,BAL,2025-11-23,2025,12,RB,14.9
Breece Hall,NYJ,ATL,2025-11-30,2025,13,RB,15.6
Tetairoa McMillan,CAR,JAX,2025-09-07,2025,1,WR,11.8
Tetairoa McMillan,CAR,ARI,2025-09-14,2025,2,WR,19.0
Tetairoa McMillan,CAR,ATL,2025-09-21,2025,3,WR,7.8
Tetairoa McMillan,CAR,NWE,2025-09-28,2025,4,WR,10.2
Tetairoa McMillan,CAR,MIA,2025-10-05,2025,5,WR,13.3
Tetairoa McMillan,CAR,DAL,2025-10-12,2025,6,WR,17.9
Tetairoa McMillan,CAR,NYJ,2025-10-19,2025,7,WR,6.3
Tetairoa McMillan,CAR,BUF,2025-10-26,2025,8,WR,16.9
Tetairoa McMillan,CAR,GNB,2025-11-02,2025,9,WR,8.6
Tetairoa McMillan,CAR,NOR,2025-11-09,2025,10,WR,11.0
Tetairoa McMillan,CAR,ATL,2025-11-16,2025,11,WR,36.0
Tetairoa McMillan,CAR,SFO,2025-11-24,2025,12,WR,11.5
Tetairoa McMillan,CAR,LAR,2025-11-30,2025,13,WR,11.3
Travis Kelce,KAN,LAC,2025-09-05,2025,1,TE,12.7
Travis Kelce,KAN,PHI,2025-09-14,2025,2,TE,10.1
Travis Kelce,KAN,NYG,2025-09-21,2025,3,TE,6.6
Travis Kelce,KAN,BAL,2025-09-28,2025,4,TE,9.8
Travis Kelce,KAN,JAX,2025-10-06,2025,5,TE,19.1
Travis Kelce,KAN,DET,2025-10-12,2025,6,TE,13.8
Travis Kelce,KAN,LVR,2025-10-19,2025,7,TE,8.4
Travis Kelce,KAN,WAS,2025-10-27,2025,8,TE,21.9
Travis Kelce,KAN,BUF,2025-11-02,2025,9,TE,12.6
Travis Kelce,KAN,DEN,2025-11-16,2025,11,TE,24.1
Travis Kelce,KAN,IND,2025-11-23,2025,12,TE,8.4
Travis Kelce,KAN,DAL,2025-11-27,2025,13,TE,15.5
Ashton Jeanty,LVR,NWE,2025-09-07,2025,1,RB,12.0
Ashton Jeanty,LVR,LAC,2025-09-15,2025,2,RB,7.4
Ashton Jeanty,LVR,WAS,2025-09-21,2025,3,RB,6.3
Ashton Jeanty,LVR,CHI,2025-09-28,2025,4,RB,37.5
Ashton Jeanty,LVR,IND,2025-10-05,2025,5,RB,15.9
Ashton Jeanty,LVR,TEN,2025-10-12,2025,6,RB,16.6
Ashton Jeanty,LVR,KAN,2025-10-19,2025,7,RB,4.4
Ashton Jeanty,LVR,JAX,2025-11-02,2025,9,RB,19.9
Ashton Jeanty,LVR,DEN,2025-11-06,2025,10,RB,15.3
Ashton Jeanty,LVR,DAL,2025-11-17,2025,11,RB,9.4
Ashton Jeanty,LVR,CLE,2025-11-23,2025,12,RB,24.8
Ashton Jeanty,LVR,LAC,2025-11-30,2025,13,RB,12.1
Emeka Egbuka,TAM,ATL,2025-09-07,2025,1,WR,23.6
Emeka Egbuka,TAM,HOU,2025-09-15,2025,2,WR,12.9
Emeka Egbuka,TAM,NYJ,2025-09-21,2025,3,WR,14.5
Emeka Egbuka,TAM,PHI,2025-09-28,2025,4,WR,23.1
Emeka Egbuka,TAM,SEA,2025-10-05,2025,5,WR,34.3
Emeka Egbuka,TAM,SFO,2025-10-12,2025,6,WR,4.4
Emeka Egbuka,TAM,DET,2025-10-20,2025,7,WR,9.8
Emeka Egbuka,TAM,NOR,2025-10-26,2025,8,WR,6.5
Emeka Egbuka,TAM,NWE,2025-11-09,2025,10,WR,26.5
Emeka Egbuka,TAM,BUF,2025-11-16,2025,11,WR,9.0
Emeka Egbuka,TAM,LAR,2025-11-23,2025,12,WR,6.2
Emeka Egbuka,TAM,ARI,2025-11-30,2025,13,WR,8.2
Saquon Barkley,PHI,DAL,2025-09-04,2025,1,RB,18.4
Saquon Barkley,PHI,KAN,2025-09-14,2025,2,RB,17.4
Saquon Barkley,PHI,LAR,2025-09-21,2025,3,RB,9.5
Saquon Barkley,PHI,TAM,2025-09-28,2025,4,RB,17.4
Saquon Barkley,PHI,DEN,2025-10-05,2025,5,RB,17.8
Saquon Barkley,PHI,NYG,2025-10-09,2025,6,RB,8.7
Saquon Barkley,PHI,MIN,2025-10-19,2025,7,RB,5.2
Saquon Barkley,PHI,NYG,2025-10-26,2025,8,RB,36.4
Saquon Barkley,PHI,GNB,2025-11-10,2025,10,RB,13.1
Saquon Barkley,PHI,DET,2025-11-16,2025,11,RB,10.0
Saquon Barkley,PHI,DAL,2025-11-23,2025,12,RB,13.4
Saquon Barkley,PHI,CHI,2025-11-28,2025,13,RB,5.6
D'Andre Swift,CHI,MIN,2025-09-08,2025,1,RB,9.5
D'Andre Swift,CHI,DET,2025-09-14,2025,2,RB,14.9
D'Andre Swift,CHI,DAL,2025-09-21,2025,3,RB,10.8
D'Andre Swift,CHI,LVR,2025-09-28,2025,4,RB,16.0
D'Andre Swift,CHI,WAS,2025-10-13,2025,6,RB,28.5
D'Andre Swift,CHI,NOR,2025-10-19,2025,7,RB,23.8
D'Andre Swift,CHI,BAL,2025-10-26,2025,8,RB,15.1
D'Andre Swift,CHI,NYG,2025-11-09,2025,10,RB,14.8
D'Andre Swift,CHI,MIN,2025-11-16,2025,11,RB,9.0
D'Andre Swift,CHI,PIT,2025-11-23,2025,12,RB,2.9
D'Andre Swift,CHI,PHI,2025-11-28,2025,13,RB,23.8
Drake London,ATL,TAM,2025-09-07,2025,1,WR,13.5
Drake London,ATL,MIN,2025-09-14,2025,2,WR,6.9
Drake London,ATL,CAR,2025-09-21,2025,3,WR,10.5
Drake London,ATL,WAS,2025-09-28,2025,4,WR,28.0
Drake London,ATL,BUF,2025-10-13,2025,6,WR,34.8
Drake London,ATL,SFO,2025-10-19,2025,7,WR,8.2
Drake London,ATL,NWE,2025-11-02,2025,9,WR,41.8
